sensor,source_id,collection,rows
HLS,old_arctic_doc_snowmelt_untrained_data,NASA/HLS/HLSL30/v002/T03VXJ_20170925T220303,1
HLS,old_arctic_doc_snowmelt_untrained_data,NASA/HLS/HLSL30/v002/T03VXJ_20171002T220917,1
HLS,old_arctic_doc_snowmelt_untrained_data,NASA/HLS/HLSL30/v002/T03VXJ_20180514T220803,1
HLS,old_arctic_doc_snowmelt_untrained_data,NASA/HLS/HLSL30/v002/T03VXJ_20180523T220145,1
HLS,old_arctic_doc_snowmelt_untrained_data,NASA/HLS/HLSL30/v002/T03VXJ_20180530T220750,1
HLS,old_arctic_doc_snowmelt_untrained_data,NASA/HLS/HLSL30/v002/T03VXJ_20180608T220140,1
HLS,old_arctic_doc_snowmelt_untrained_data,NASA/HLS/HLSL30/v002/T03VXJ_20180615T220756,1
HLS,old_arctic_doc_snowmelt_untrained_data,NASA/HLS/HLSL30/v002/T03VXJ_20180624T220151,1
HLS,old_arctic_doc_snowmelt_untrained_data,NASA/HLS/HLSL30/v002/T03VXJ_20180701T220806,1
HLS,old_arctic_doc_snowmelt_untrained_data,NASA/HLS/HLSL30/v002/T03VXJ_20180726T220206,1
HLS,old_arctic_doc_snowmelt_untrained_data,NASA/HLS/HLSL30/v002/T03VXJ_20180818T220830,1
HLS,old_arctic_doc_snowmelt_untrained_data,NASA/HLS/HLSL30/v002/T03VXJ_20180827T220247,1
HLS,old_arctic_doc_snowmelt_untrained_data,NASA/HLS/HLSL30/v002/T03VXJ_20180912T220228,1
HLS,old_arctic_doc_snowmelt_untrained_data,NASA/HLS/HLSL30/v002/T03VXJ_20180928T220234,1
HLS,old_arctic_doc_snowmelt_untrained_data,NASA/HLS/HLSL30/v002/T03VXJ_20181005T220848,1
HLS,old_arctic_doc_snowmelt_untrained_data,NASA/HLS/HLSL30/v002/T03VXJ_20181014T220241,1
HLS,old_arctic_doc_snowmelt_untrained_data,NASA/HLS/HLSL30/v002/T03VXJ_20190501T220828,1
HLS,old_arctic_doc_snowmelt_untrained_data,NASA/HLS/HLSL30/v002/T03VXJ_20190510T220223,1
HLS,old_arctic_doc_snowmelt_untrained_data,NASA/HLS/HLSL30/v002/T03VXJ_20190517T220838,1
HLS,old_arctic_doc_snowmelt_untrained_data,NASA/HLS/HLSL30/v002/T03VXJ_20190526T220232,1
HLS,old_arctic_doc_snowmelt_untrained_data,NASA/HLS/HLSL30/v002/T03VXJ_20190602T220846,1
HLS,old_arctic_doc_snowmelt_untrained_data,NASA/HLS/HLSL30/v002/T03VXJ_20190611T220239,1
HLS,old_arctic_doc_snowmelt_untrained_data,NASA/HLS/HLSL30/v002/T03VXJ_20190618T220853,1
HLS,old_arctic_doc_snowmelt_untrained_data,NASA/HLS/HLSL30/v002/T03VXJ_20190627T220245,1
